,Mean,Mode,Median,Standard Deviation,Zero Crossing Rate,RMS,Ampl. Env,Human/Robo
21403,1.45,0,0.0,3798.73,4708,4072.790416900923,17012.0,1
21404,1.05,0,38.0,3686.62,5438,3753.342607596594,17012.0,1
21405,0.48,0,0.0,3472.52,5588,3433.226584424628,13635.0,1
21406,0.22,0,0.0,3598.26,8219,3257.645335207625,15674.0,1
21407,0.71,0,0.0,3081.4,10231,3758.440475782476,17050.0,1
21408,0.0,0,0.0,3870.52,6796,3963.389352561769,17050.0,1
21409,0.17,36,220.0,4522.52,3376,3528.538509071426,16776.0,1
21410,2.41,0,0.0,3729.58,4698,3690.1589559258814,16776.0,1
21411,0.8,0,0.0,4084.23,2482,3130.5683046373547,15989.0,1
21412,0.05,0,0.0,4178.78,3571,3754.6827136257466,15044.0,1
21413,-1.48,0,0.0,3475.33,6349,3822.7274360069146,14023.0,1
21414,1.24,0,0.0,3665.64,5534,3648.727389104317,15362.0,1
21415,1.83,0,0.0,3977.07,2730,3796.1841722972295,15362.0,1
21416,-1.92,0,17.0,3949.23,5771,3762.5931084825,12835.0,1
21417,0.06,34,66.0,3610.83,9917,3450.5961876174383,13264.0,1
21418,-0.06,21,72.0,3451.93,11004,3672.188019423842,16623.0,1
21419,-2.92,0,0.0,3042.95,7061,3958.176398292527,16623.0,1
21420,1.07,0,0.0,3285.63,5594,3678.8897822576855,16245.0,1
21421,0.55,0,0.0,3819.1,4170,3640.57223798677,14089.0,1
21422,1.73,0,31.0,4106.41,4652,3683.0247704841736,14304.0,1
21423,-0.49,0,0.0,3366.91,5742,3211.238595931483,16954.0,1
21424,1.98,0,0.0,3106.93,7378,3162.6787506795567,16954.0,1
21425,-0.86,0,0.0,2778.4,6348,3854.0311597079753,15274.0,1
21426,-2.19,0,0.0,3301.6,5802,3479.088918093356,15377.0,1
21427,-1.8,0,19.0,3807.15,5429,3344.3732477102494,15661.0,1
21428,-2.12,0,0.0,3515.56,4405,3503.155319137306,16052.0,1
21429,1.92,0,0.0,3235.62,8422,2981.574080917662,18577.0,1
21430,-2.69,0,0.0,3723.9,7095,3116.327149065066,18577.0,1
21431,1.55,0,0.0,3663.31,6935,3526.104763049448,15334.0,1
21432,1.65,0,0.0,3548.86,9655,3563.479305398026,17900.0,1
21433,0.01,45,86.0,3895.12,7230,3350.1869246356987,17900.0,1
21434,-0.12,0,0.0,3166.09,4518,3433.236947838002,17163.0,1
21435,-0.66,0,0.0,3498.76,3527,3452.059622891818,17163.0,1
21436,-0.39,0,0.0,3784.65,5833,3178.642351696711,14013.0,1
21437,1.35,0,0.0,3031.38,8631,3408.9680036632785,14013.0,1
21438,-1.22,0,9.0,4311.49,5305,3099.0697797887674,15840.0,1
21439,-1.43,32,32.0,3451.27,11012,3407.7001628664457,14621.0,1
21440,-2.07,0,0.0,3213.55,9434,3734.3446801279606,14341.0,1
21441,-0.01,0,0.0,3386.46,6094,4013.7477038299257,16010.0,1
21442,-0.31,26,40.0,3321.38,10456,3456.820411881416,16102.0,1
21443,-1.31,0,0.0,2989.8,10251,3352.319216602142,16988.0,1
21444,2.11,0,0.0,3478.1,8588,3277.4458180113365,16988.0,1
21445,0.07,0,0.0,3786.51,6424,3169.732029683267,17754.0,1
21446,-0.67,0,0.0,3589.07,4937,3351.061282638681,17754.0,1
21447,-1.34,0,0.0,3343.74,4553,3960.4388330082816,17868.0,1
21448,0.43,0,0.0,2782.35,6532,3478.8531601664363,17868.0,1
21449,0.72,0,0.0,2470.51,9602,2934.039376013894,15744.0,1
21450,-2.85,0,0.0,3453.61,7007,3874.816425329076,17293.0,1
21451,1.23,0,0.0,3357.31,4235,4000.267751038673,17293.0,1
21452,3.72,0,0.0,3273.59,4378,3170.079379132327,15707.0,1
21453,-0.53,0,0.0,3857.21,3708,3180.1204489767365,14688.0,1
21454,-0.39,0,0.0,3546.39,4245,3976.445149879474,15251.0,1
21455,0.05,0,0.0,3422.13,6075,3223.742592081446,15251.0,1
21456,1.39,0,0.0,3697.62,6852,3785.104972124287,17408.0,1
21457,1.76,0,0.0,3583.15,4934,3104.119084378046,13429.0,1
21458,-0.81,0,0.0,3419.09,4731,3599.600572285764,13461.0,1
21459,-1.29,0,0.0,3702.85,6806,3588.078098369655,17080.0,1
21460,-1.21,0,0.0,3042.18,6430,3211.2667905360963,17873.0,1
21461,0.13,0,0.0,3229.73,3680,3468.7491909908968,17873.0,1
21462,0.67,0,0.0,3721.81,6824,3641.597778448356,14413.0,1
21463,2.33,0,10.0,3514.77,7787,3971.934888690901,15810.0,1
21464,0.42,0,0.0,3333.44,4844,3379.804506180794,15810.0,1
21465,-2.03,0,0.0,3138.59,8609,3962.963884518757,16263.0,1
21466,1.26,0,0.0,3549.41,9311,3565.947170107824,14322.0,1
21467,-0.16,0,0.0,3834.43,5718,3055.890681945282,15134.0,1
21468,0.18,0,0.0,3753.71,8998,3657.2872774776665,15210.0,1
21469,3.24,0,0.0,3330.55,10521,3800.3837108902567,16425.0,1
21470,-0.71,0,0.0,2477.27,12592,3560.8036649048763,16425.0,1
21471,-1.3,0,2.0,3004.05,10796,3141.826809357893,16415.0,1
21472,-2.33,0,0.0,3117.81,8255,2813.8315514614587,16892.0,1
21473,-0.73,0,0.0,3080.7,11472,3146.1791732194783,16892.0,1
21474,-0.08,0,0.0,3818.99,4972,2862.099432235016,17630.0,1
21475,-1.85,0,0.0,3848.21,2674,3054.102745488436,17630.0,1
21476,-2.93,0,0.0,3594.88,4438,3299.1334225823603,15899.0,1
21477,-2.56,0,0.0,2926.96,4471,3228.672457837741,17255.0,1
21478,-3.23,0,0.0,3364.6,3897,4014.4044751370034,17255.0,1
21479,-2.76,0,0.0,3722.92,7228,3991.650015970839,17348.0,1
21480,-0.45,0,0.0,3085.79,6887,3363.09308524162,17416.0,1
21481,-2.86,0,0.0,3420.43,5274,3368.5804888706457,17416.0,1
21482,-2.91,0,0.0,3708.57,4357,3360.706105865254,15395.0,1
21483,1.6,0,0.0,3541.15,10055,3615.723400648894,17417.0,1
21484,-0.79,0,0.0,3737.63,4828,3966.837807372517,17417.0,1
21485,-0.36,0,0.0,3772.03,4845,3610.409739904877,17039.0,1
21486,1.82,37,37.0,3842.57,6616,3837.859977904353,13316.0,1
21487,2.04,0,0.0,3115.03,4735,3962.353890050711,17533.0,1
21488,-1.49,0,0.0,2761.58,4643,3730.150919198847,17533.0,1
21489,-2.12,0,0.0,3769.15,6488,3654.567770612552,14560.0,1
21490,-2.71,0,0.0,3650.09,4808,3529.0235632537224,16357.0,1
21491,-2.65,0,0.0,3500.3,3275,3824.779428934432,16427.0,1
21492,2.87,0,0.0,3241.41,6549,3713.3395872179535,16230.0,1
21493,-0.3,0,0.0,4025.36,6804,3527.702853132616,13478.0,1
21494,2.69,35,85.0,4404.34,7573,3790.008048804118,13478.0,1
21495,1.73,0,0.0,3444.24,4196,3457.730687893434,15540.0,1
21496,-0.24,0,0.0,3380.65,2257,3741.4913457069497,15540.0,1
21497,-1.45,0,0.0,3527.07,5720,4101.248792745936,12943.0,1
21498,-2.43,0,0.0,3463.39,8064,2954.993886626502,12988.0,1
21499,-0.46,0,0.0,3552.08,5467,2946.8755097560534,12988.0,1
21500,3.36,0,0.0,3130.81,4526,3341.180749375885,15040.0,1
21501,-3.61,0,0.0,3681.66,7880,3934.1167852518056,17742.0,1
21502,-1.75,0,0.0,3125.69,6913,4125.241363847696,14405.0,1
21503,-1.23,0,0.0,2847.19,6876,3467.280274220704,11462.0,1
21504,-3.37,0,0.0,3019.83,7174,3393.2804555474045,14264.0,1
21505,-0.72,0,0.0,3531.61,6812,3620.6706036313217,15913.0,1
21506,0.26,0,0.0,3473.97,4471,3391.01201560832,15913.0,1
21507,1.18,0,0.0,3470.88,5046,3220.338618841193,15422.0,1
21508,3.51,0,0.0,3319.02,8767,3773.746106987061,15422.0,1
21509,0.92,0,0.0,3021.18,8047,3712.642487501321,16357.0,1
21510,0.85,0,0.0,3118.25,9251,3802.7207864895895,16344.0,1
21511,-0.46,0,0.0,2836.53,9998,3775.691279752623,16344.0,1
21512,-1.62,0,0.0,2580.42,12281,3551.765931195354,15220.0,1
21513,-1.05,0,0.0,2939.75,6754,3892.036194590178,14602.0,1
21514,-0.57,0,0.0,3438.85,5466,3530.8020420295443,13051.0,1
21515,-2.21,0,0.0,3690.73,6162,3576.841914314917,17798.0,1
21516,-2.48,0,0.0,4090.79,4462,4438.75314249396,17798.0,1
21517,-2.15,0,0.0,4209.63,3386,3629.659167194628,16402.0,1
21518,-1.3,0,0.0,3650.81,3556,3077.5451726985257,16402.0,1
21519,1.59,0,0.0,3201.26,5887,3526.213764081809,17519.0,1
21520,0.15,0,0.0,3527.32,6519,3577.8071468428816,17519.0,1
21521,2.07,0,0.0,3452.08,5248,3238.9888067111315,12713.0,1
21522,0.24,0,0.0,3324.05,3854,3757.386539870499,17116.0,1
21523,-2.13,0,0.0,3491.99,3298,3770.5542404267294,17116.0,1
21524,-3.74,0,0.0,3418.43,4242,3296.4243218978954,16325.0,1
21525,-2.0,0,0.0,3205.02,5434,3575.686515901527,12836.0,1
21526,1.57,0,1.0,3414.8,8175,3331.5158892011905,17232.0,1
21527,-0.72,0,0.0,3010.19,6034,3093.467785511916,17232.0,1
21528,-0.59,26,48.0,3633.2,5385,3189.4824470437206,18356.0,1
21529,0.2,0,0.0,3290.24,6432,3493.4842077788185,18356.0,1
21530,0.02,0,0.0,3646.87,6336,3739.433315356753,18434.0,1
21531,0.23,0,0.0,3768.16,6519,3478.6893695758467,18434.0,1
21532,-2.41,0,0.0,3603.65,4573,3666.366938810135,12450.0,1
21533,-0.1,0,0.0,3735.4,4212,3628.599078156748,18055.0,1
21534,0.2,0,0.0,3786.18,4940,3069.412585495798,18055.0,1
21535,-1.31,0,0.0,3546.73,5328,3196.955234281518,13020.0,1
21536,-0.62,0,0.0,3559.37,5662,3517.081531611117,14356.0,1
21537,-0.79,0,0.0,3741.11,5955,2259.5024939132063,18327.0,1
21538,0.59,0,0.0,3526.17,5221,2873.056640583335,18537.0,1
21539,-2.29,0,0.0,3304.97,4868,3453.984328279444,18537.0,1
21540,-2.06,0,0.0,3027.96,6997,3465.212417731416,13962.0,1
21541,1.21,0,0.0,3140.29,6039,3454.130838575748,13297.0,1
21542,-1.93,0,0.0,3298.24,4631,3742.883328398041,14056.0,1
21543,-1.75,0,0.0,3302.53,5641,3847.94051799141,15804.0,1
21544,2.01,0,0.0,3320.27,6356,3564.546212352984,15804.0,1
21545,-0.55,0,0.0,3370.69,6023,3502.162801755509,16551.0,1
21546,-1.25,0,0.0,3371.71,5129,3415.011329410197,17082.0,1
21547,-2.13,0,0.0,3384.2,5497,3597.18071133492,17082.0,1
21548,-0.79,0,0.0,3801.39,6754,3204.8253743378905,14189.0,1
21549,1.53,0,1.0,4019.77,4655,3477.541818583926,16195.0,1
21550,0.23,0,0.0,3588.15,2618,3267.496982401055,16195.0,1
21551,-0.22,0,0.0,3568.09,2712,3433.976706385761,14906.0,1
21552,0.63,0,0.0,3965.69,4688,4145.95218858105,14906.0,1
21553,-0.33,0,0.0,3325.41,7025,3815.056063808237,15979.0,1
21554,0.09,0,0.0,3322.7,7170,3293.422998948055,17544.0,1
21555,0.53,0,0.0,3246.09,5813,3354.431817759902,15236.0,1
21556,-0.88,0,0.0,3567.91,6739,3400.4540490940326,16742.0,1
21557,-0.48,0,0.0,3766.15,5921,3949.811347393696,16742.0,1
21558,0.78,21,46.0,3577.69,10248,3798.5709655079504,16241.0,1
21559,1.42,0,0.0,2670.1,9474,3389.131452157027,16241.0,1
21560,1.42,0,0.0,3453.4,4650,3469.996560517028,13457.0,1
21561,-1.51,0,0.0,3941.53,6003,3153.3419732087414,17309.0,1
21562,-0.44,0,0.0,3931.89,6866,3353.315292363663,17309.0,1
21563,1.63,0,0.0,4011.79,5094,4082.574691294698,16686.0,1
21564,-3.05,0,13.0,3881.32,4364,3599.84449247464,15792.0,1
21565,0.53,0,0.0,3121.47,3949,3166.4792088374747,14199.0,1
21566,0.56,0,0.0,2672.63,7554,3638.7992758601017,11019.0,1
21567,-1.67,0,0.0,2924.24,10136,3736.6180912691625,15632.0,1
21568,-0.2,0,0.0,3050.99,6300,3913.507974950352,15664.0,1
21569,1.86,0,0.0,2750.01,7978,4119.657420223191,15664.0,1
21570,1.15,0,0.0,3824.1,7985,3718.402384089167,16677.0,1
21571,2.27,0,0.0,4248.89,4019,3614.149872376629,16755.0,1
21572,0.0,0,0.0,3215.04,5095,3705.5028471180535,16755.0,1
21573,-0.27,0,4.0,3823.59,6054,3712.0307649587176,15037.0,1
21574,-0.37,0,0.0,2822.21,7183,3207.524140205339,14541.0,1
21575,-1.79,0,0.0,2274.6,7309,3209.299624528692,16954.0,1
21576,0.81,0,0.0,3069.93,7395,2857.5088783764086,17009.0,1
21577,-0.03,35,115.0,4065.43,5169,2756.6506869750474,17009.0,1
21578,-0.57,0,0.0,3892.71,3588,3946.2170125323823,16164.0,1
21579,-2.56,0,0.0,3402.05,3693,3884.4897760194967,16164.0,1
21580,-5.33,0,0.0,3454.97,3415,3665.416141449699,15264.0,1
21581,-4.71,0,0.0,2948.86,6808,3897.482364296213,15264.0,1
21582,3.39,0,0.0,3444.28,7847,3182.8682787699527,15050.0,1
21583,3.1,23,24.0,3475.98,8647,3518.049237858959,12963.0,1
21584,1.29,0,0.0,3041.37,4399,3715.362676778675,14935.0,1
21585,2.2,0,0.0,3312.91,4767,3544.3421660443564,16052.0,1
21586,2.77,0,0.0,3687.35,6727,3572.984402428872,16052.0,1
21587,1.81,0,0.0,3030.23,7815,4031.5643775090575,16523.0,1
21588,-0.62,0,0.0,3403.93,11432,3605.417265726673,16523.0,1
21589,1.68,0,0.0,3793.87,11254,3531.120952332276,14229.0,1
21590,1.95,0,0.0,3425.88,6080,3575.99562919196,14790.0,1
21591,4.11,0,0.0,3893.78,6400,3699.3419887866544,17194.0,1
21592,-0.45,0,0.0,3424.58,3760,3660.806068340687,12873.0,1
21593,-0.84,0,0.0,3705.87,3344,3956.1024923527953,14571.0,1
21594,1.12,0,0.0,3936.52,3778,3273.873238230216,14798.0,1
21595,0.7,0,0.0,3926.0,5619,2676.091414731567,14798.0,1
21596,-0.51,0,0.0,3909.32,6374,3252.9345305431525,13219.0,1
21597,-0.68,0,0.0,3661.66,5067,3060.758713129802,12714.0,1
21598,0.78,0,0.0,3542.71,6247,3079.9647286941454,13254.0,1
21599,2.98,0,0.0,3451.16,10583,3499.050382603829,15538.0,1
21600,0.25,0,0.0,3652.58,5897,3301.494482806233,14499.0,1
21601,-0.46,0,0.0,3390.64,5150,3125.064884126408,12385.0,1
21602,1.64,0,0.0,3432.65,4883,3585.8562296890823,16206.0,1
21603,1.74,0,0.0,3598.77,6308,3765.138766367051,16231.0,1
21604,-0.98,0,0.0,3263.16,5052,3072.803098149961,18096.0,1
21605,-1.35,0,0.0,3474.25,5396,2874.089118312096,18096.0,1
21606,-3.04,0,9.0,3525.6,5710,3501.4828901481155,15176.0,1
21607,-0.93,0,0.0,3551.83,4552,3559.637225898168,15867.0,1
21608,-0.23,0,25.0,3820.13,6016,3763.68698353091,17344.0,1
21609,0.96,0,0.0,3327.46,7276,3683.744319303392,18672.0,1
21610,3.09,39,96.0,4181.33,5950,3251.4814623491243,17186.0,1
21611,2.76,0,0.0,3319.77,4397,2934.846186770271,14726.0,1
21612,-1.97,0,0.0,2834.26,6863,3546.9610556080256,14726.0,1
21613,-3.48,0,1.0,3443.54,8353,3690.349411641125,17588.0,1
21614,-3.73,0,0.0,3519.29,5242,3586.850633912709,17588.0,1
21615,-0.43,0,0.0,3138.4,5656,3478.9844725149323,17223.0,1
21616,-0.24,0,0.0,3195.17,4540,3180.1429543339714,17223.0,1
21617,-0.89,0,0.0,3877.03,4123,3224.930348085056,14681.0,1
21618,0.11,31,42.0,3873.38,7597,3491.2066323837093,17201.0,1
21619,1.1,0,18.0,3472.32,6305,3999.8904735004935,14121.0,1
21620,0.18,0,0.0,3412.26,4175,3566.847023633057,14121.0,1
21621,1.74,0,0.0,3336.02,3834,3421.481043349502,14734.0,1
21622,-0.57,0,0.0,3754.43,4312,3492.666819208497,14734.0,1
21623,-1.2,36,134.0,4236.21,4292,3574.3346555687817,16009.0,1
21624,-0.04,36,69.0,4062.33,5041,3827.355883635594,16902.0,1
21625,-2.5,0,0.0,3787.82,3504,3973.073849049373,16902.0,1
21626,-0.08,0,0.0,3852.12,4470,4048.163877611676,15198.0,1
21627,-0.22,0,0.0,3024.05,8924,3291.7305615739574,18525.0,1
21628,1.73,0,0.0,3350.0,7311,3514.1056657419967,18349.0,1
21629,1.39,0,0.0,3401.28,10529,3725.2968324685216,17744.0,1
21630,0.45,0,0.0,3126.47,11476,4016.7337053879983,17744.0,1
21631,3.95,30,35.0,3798.58,7271,3716.989377170723,16829.0,1
21632,1.31,35,33.0,3688.48,7854,3538.205820751529,16983.0,1
21633,-0.81,0,0.0,2887.14,7270,3625.41732218513,16983.0,1
21634,-1.23,0,0.0,2970.77,6884,3410.5859305990225,15451.0,1
21635,-2.42,0,0.0,3437.04,7070,3676.651280717278,16537.0,1
21636,-1.97,0,28.0,3781.11,4347,3305.1000484100327,18734.0,1
21637,-0.05,0,0.0,3495.52,4593,2424.3243862981703,18734.0,1
21638,-1.66,0,0.0,3160.4,8219,2773.891430824213,17955.0,1
21639,-0.95,0,0.0,3181.9,7699,3288.8004469715097,15083.0,1
21640,0.24,0,0.0,3222.4,6503,3557.879493462363,15083.0,1
21641,0.32,13,37.0,3388.79,7839,3515.087626219295,14337.0,1
21642,0.36,0,0.0,3256.37,6047,2975.701171152776,17842.0,1
21643,0.28,0,0.0,3235.77,4652,3246.3048301106905,17842.0,1
21644,-0.44,0,0.0,3049.08,9356,3405.8017015087653,14885.0,1
21645,0.26,0,0.0,3527.77,8936,3378.0720329797587,15885.0,1
21646,-1.54,0,0.0,3570.1,7441,3292.3832826692583,15885.0,1
21647,1.33,0,0.0,3016.7,6941,3504.207937608726,13590.0,1
21648,4.16,0,0.0,3365.67,7760,3311.7699421910334,17052.0,1
21649,1.66,0,0.0,3782.78,4063,3634.0578036129255,17052.0,1
21650,0.41,0,0.0,3463.12,4508,3299.386435384616,17830.0,1
21651,1.99,0,29.0,3593.22,8668,3638.1876188564,17830.0,1
21652,1.15,0,0.0,3663.65,7500,4008.175609925294,16031.0,1
21653,-2.52,0,0.0,3528.02,3121,3086.19233684487,14025.0,1
21654,1.21,0,0.0,3962.17,4983,3275.0680557814367,11979.0,1
21655,1.95,0,30.0,3858.64,7363,2990.9855984273813,14719.0,1
21656,1.44,0,0.0,3499.96,7713,3140.516148660917,14719.0,1
21657,-1.02,0,0.0,3367.31,4692,3694.878031816477,14107.0,1
21658,-2.46,0,0.0,3495.4,6606,3525.4054944077,16331.0,1
21659,-1.86,0,0.0,3576.97,6839,3698.290565923667,16877.0,1
21660,-2.34,0,0.0,3672.05,4934,3531.1425544715694,16877.0,1
21661,-2.58,0,0.0,3527.49,7525,3576.0127838138387,16610.0,1
21662,-0.3,0,0.0,3657.03,7461,3672.886510634381,16610.0,1
21663,-0.62,0,0.0,3665.1,4041,3457.2055521764973,17052.0,1
21664,1.4,0,0.0,3853.35,3770,4111.729458512561,17052.0,1
21665,3.64,0,0.0,3614.75,6366,4226.852960536952,16588.0,1
21666,2.39,0,0.0,3485.49,6344,3646.101485148212,16588.0,1
21667,-0.45,0,0.0,3903.35,4611,3474.948832716821,16321.0,1
21668,-1.36,0,0.0,3777.35,6093,3550.194689027632,17331.0,1
21669,-1.15,0,0.0,3365.53,8370,3781.9158531093735,17331.0,1
21670,0.5,0,0.0,3755.88,6750,3645.775500493688,12853.0,1
21671,-0.5,0,58.0,3897.49,5652,3525.260705252875,13729.0,1
21672,-0.92,0,0.0,3239.93,3311,3230.627564421501,16327.0,1
21673,0.07,0,0.0,3949.07,5788,3464.9284018576777,16327.0,1
21674,-1.54,0,0.0,3564.76,6395,3469.663000926747,15103.0,1
21675,-2.06,0,0.0,3032.58,6813,3233.671048514366,15103.0,1
21676,-1.7,0,0.0,2668.52,7354,3330.2904512970035,16936.0,1
21677,-1.93,0,0.0,2788.33,7369,3718.34588627793,16936.0,1
21678,-0.24,0,0.0,3431.23,6340,3811.9229189478633,15778.0,1
21679,-0.59,0,0.0,3734.35,4209,3768.119645128058,15318.0,1
21680,0.7,0,0.0,3921.52,4907,3788.7248329748095,16064.0,1
21681,-0.23,0,0.0,3461.77,3891,2727.132061342098,16422.0,1
21682,1.66,0,0.0,3016.39,3113,3473.0376948717385,16422.0,1
21683,1.66,0,0.0,3401.05,6261,3744.430967450194,18131.0,1
21684,-1.04,0,0.0,3644.76,8360,3121.980240168089,18131.0,1
21685,-2.61,0,0.0,3483.29,6311,3597.715048471738,13959.0,1
21686,0.42,0,0.0,3915.47,4821,3666.388329132636,13595.0,1
21687,1.49,0,0.0,3594.12,5679,3163.0500723194377,18406.0,1
21688,2.11,0,0.0,3621.99,6243,3861.928580385712,18406.0,1
21689,0.98,0,0.0,3705.33,6192,3776.744316206751,14306.0,1
21690,4.51,-31,105.0,4309.95,6202,3050.183076472624,17490.0,1
21691,0.48,0,0.0,3826.39,4494,3394.421645877247,17490.0,1
21692,1.85,0,0.0,3506.38,4404,4507.708234790713,15634.0,1
21693,2.31,0,9.0,3900.58,4420,4032.357322956387,16554.0,1
21694,0.9,0,0.0,3199.48,3087,3161.7158901457287,17126.0,1
21695,1.39,0,0.0,2993.14,4465,3553.2640487304066,17126.0,1
21696,-0.27,0,10.0,3928.04,6516,4125.843519815069,17979.0,1
21697,0.1,30,45.0,4173.17,5099,3951.98370188947,17979.0,1
21698,0.01,0,0.0,3550.42,3262,3325.706942891992,13449.0,1
21699,-0.96,0,0.0,3312.36,10719,3402.818358361198,16998.0,1
21700,1.12,0,0.0,3416.14,8572,4124.963938024186,16998.0,1
21701,1.19,0,17.0,3482.62,6573,3993.024607988285,14388.0,1
21702,-0.78,0,0.0,3567.91,5344,3763.795515168166,15688.0,1
21703,-2.61,0,0.0,3258.61,5413,2977.0486290956014,15688.0,1
21704,-2.49,0,0.0,2848.37,11937,2970.951398121484,15480.0,1
21705,-2.62,0,0.0,3279.56,10882,3322.5274490965458,15480.0,1
21706,-1.61,0,0.0,3203.49,9862,3293.7628132578097,16648.0,1
21707,-1.33,0,0.0,3149.43,9701,3684.2475296863536,16648.0,1
21708,-2.25,0,0.0,3247.35,4421,3815.8850244733526,17234.0,1
21709,-0.79,0,0.0,3278.36,5723,3344.4897981605504,17234.0,1
21710,-2.48,0,0.0,3361.39,8299,3476.103631941948,16400.0,1
21711,-2.53,0,0.0,3470.14,10593,3897.87111382611,16400.0,1
21712,-0.51,0,0.0,3252.42,9622,2851.848160404056,16658.0,1
21713,0.68,0,0.0,3398.93,9769,3244.007265713195,17493.0,1
21714,1.26,0,0.0,3354.08,11139,3514.9616797342187,18041.0,1
21715,-1.9,0,0.0,3243.67,9641,3374.071298891,18041.0,1
21716,1.26,0,0.0,4105.92,7651,3480.584206710132,16845.0,1
21717,-3.12,0,0.0,3241.4,10474,3430.756397647609,14206.0,1
21718,1.59,0,0.0,3559.39,6048,3487.7703780495644,14206.0,1
21719,0.67,0,0.0,4085.87,3007,3571.353688729247,15816.0,1
21720,0.81,46,44.0,3997.01,5267,4010.652974267407,17612.0,1
21721,0.25,0,0.0,3111.14,5002,3722.527537843072,17612.0,1
21722,-3.09,0,0.0,2869.91,4472,3331.430928294927,15147.0,1
21723,-2.34,0,0.0,3258.19,5381,3356.4134533754927,13170.0,1
21724,-0.2,0,0.0,3754.83,4888,3722.825738602333,16672.0,1
21725,0.5,0,0.0,3856.26,6817,3515.7044799015744,16672.0,1
21726,-2.02,0,0.0,3003.18,6544,4182.832386075253,16028.0,1
21727,-1.87,0,0.0,3002.7,7303,3796.881038431413,15998.0,1
21728,-2.02,0,0.0,3626.45,5674,3020.832976183887,17716.0,1
21729,-1.43,0,0.0,4244.24,3744,3202.2316218537344,17716.0,1
21730,-3.0,0,0.0,4165.95,5197,3505.709327653963,15346.0,1
21731,-0.25,0,0.0,3483.51,5559,3396.8468673168063,17075.0,1
21732,5.32,0,0.0,3326.44,4143,2958.9889050146844,17075.0,1
21733,4.49,39,113.0,3774.86,6906,3389.864339468469,12074.0,1
21734,-0.35,0,0.0,3066.09,6780,3705.421563061348,16321.0,1
21735,2.65,0,0.0,3775.94,4280,3016.3540640979136,18568.0,1
21736,1.31,0,0.0,3550.49,4166,3303.409332795438,17162.0,1
21737,0.18,0,3.0,3434.64,7911,3625.708821734034,17162.0,1
21738,1.46,0,0.0,3275.95,9885,3585.2002942653007,16114.0,1
21739,-0.13,0,0.0,3555.55,6644,3264.5719489697267,15397.0,1
21740,1.46,0,0.0,3650.93,5936,2974.971952808967,12829.0,1
21741,3.23,0,0.0,3465.79,5363,3070.911372866368,15750.0,1
21742,0.63,0,0.0,3169.8,10166,3095.844128828194,15750.0,1
21743,-0.55,0,0.0,3303.47,10277,3624.957865962031,15109.0,1
21744,-0.19,0,0.0,3506.03,7598,3824.7354052274,17861.0,1
21745,1.3,0,0.0,3397.74,8051,3529.8408476870454,13771.0,1
21746,0.83,0,0.0,3673.88,5749,3302.65007683224,15457.0,1
21747,0.78,0,0.0,3539.23,3634,3169.474073091623,15457.0,1
21748,0.8,0,0.0,3401.92,3829,3469.4616599697424,15214.0,1
21749,-0.92,0,0.0,3729.01,5839,3756.703352675055,17492.0,1
21750,-0.76,0,0.0,3922.56,4871,3445.416921070656,17492.0,1
21751,0.26,0,0.0,3847.46,2758,3166.66598333326,15925.0,1
21752,-1.47,0,0.0,3181.42,3039,3533.339550623461,15925.0,1
21753,0.36,34,38.0,3889.82,3727,3120.312415448171,15036.0,1
21754,-0.72,0,0.0,3543.91,2927,3185.933734401894,15132.0,1
21755,-3.04,0,0.0,3346.26,4557,3583.7636264128805,15132.0,1
21756,-0.47,0,3.0,3802.89,7750,3478.416766288939,16568.0,1
21757,-1.65,33,55.0,3759.96,7593,3210.1515322489063,17822.0,1
21758,-3.85,33,33.0,3416.39,7065,3271.748184075296,18087.0,1
21759,-2.14,0,0.0,2987.44,4551,3478.8053624771824,18087.0,1
21760,-3.61,0,0.0,2901.92,5960,3500.092783055901,16914.0,1
21761,-0.6,0,0.0,3541.78,9748,3208.8235367498787,15940.0,1
21762,0.63,0,0.0,3437.85,2568,3623.81065592561,15453.0,1
21763,0.03,0,0.0,2920.15,4066,4227.5829110734185,16144.0,1
21764,2.3,0,0.0,3800.49,6328,3297.407195054927,16144.0,1
21765,2.1,0,0.0,3722.76,4527,2955.6612001377966,17353.0,1
21766,-0.21,0,0.0,3506.99,4415,3524.916486953982,17353.0,1
21767,-0.81,0,3.0,3493.48,5526,3421.943744423628,14883.0,1
21768,-0.84,0,0.0,3760.35,3952,3489.205337895722,14883.0,1
21769,-1.01,0,0.0,3475.26,4336,3377.513618033242,13187.0,1
21770,0.68,0,0.0,3384.53,5585,3519.5898056449705,13857.0,1
21771,0.85,0,0.0,3856.34,4583,3546.9088048609315,16835.0,1
21772,1.16,42,152.0,4252.09,4746,4064.341807722377,15466.0,1
21773,2.66,0,0.0,3414.47,4515,3841.018643537154,16430.0,1
21774,3.18,0,0.0,3249.98,5462,3611.2234575002417,16430.0,1
21775,1.64,0,0.0,3816.53,5137,3279.0586820000644,15654.0,1
21776,0.41,0,0.0,3593.58,4013,3525.0493797959766,17765.0,1
21777,-0.31,0,0.0,3975.0,3781,3829.19254151577,17765.0,1
21778,0.94,0,0.0,3571.76,4626,3333.5762148179547,17470.0,1
21779,2.62,0,0.0,3643.43,5759,3211.569717443481,17470.0,1
21780,1.21,0,0.0,3717.04,5482,3955.588564297354,13039.0,1
